no,tingkat_pendidikan,Usia,nama_prodi,Pengalaman Kerja,Sertifikat,disabilitas,status_pernikahan,jumlah_anak
1996,SLTP / MTs / Sederajat,47,Manajemen,"{""PEKERJA KASAR, TENAGA KEBERSIHAN, DAN TENAGA YANG BERHUBUNGAN DENGAN ITU""}",ada,f,Menikah,2
1997,Strata I (S1),25,Psikologi,tidak ada,tidak ada,f,Belum menikah,0
1998,SMK / MAK / Sederajat,21,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
1999,SMK / MAK / Sederajat,23,Teknik Elektro,"{""Lain - Lain""}",ada,f,Belum menikah,0
2000,SMK / MAK / Sederajat,35,Teknik Otomotif,tidak ada,tidak ada,f,Menikah,3
2001,SMK / MAK / Sederajat,23,Komputer Grafis dan Cetak,tidak ada,tidak ada,f,Belum menikah,0
2002,Strata I (S1),33,Perencanaan Wilayah Dan Kota,{Teknik},tidak ada,f,Menikah,1
2003,Strata I (S1),31,Manajemen,{Akunting},tidak ada,f,Menikah,1
2004,Strata I (S1),35,Pendidikan Pancasila Dan Kewarganegaraan,tidak ada,tidak ada,t,Menikah,1
2005,Strata I (S1),29,Akuntansi,"{""Perbankan / Keuangan""}",ada,f,Belum menikah,0
2006,SLTA / MA / Sederajat,32,Matematika,tidak ada,tidak ada,f,Menikah,1
2007,SMK / MAK / Sederajat,24,Akuntansi,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
2008,Strata I (S1),27,Sosiologi,tidak ada,tidak ada,f,Belum menikah,0
2009,Strata I (S1),27,Pendidikan Bahasa Dan Sastra Indonesia,tidak ada,tidak ada,f,Menikah,2
2010,SMK / MAK / Sederajat,19,Televisi dan Film,tidak ada,tidak ada,f,Belum menikah,0
2011,SMK / MAK / Sederajat,24,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
2012,SMK / MAK / Sederajat,33,Teknik Mesin,tidak ada,tidak ada,f,Menikah,1
2013,Strata I (S1),28,Teknik Kimia,tidak ada,tidak ada,f,Menikah,1
2014,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
2015,SMK / MAK / Sederajat,20,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2016,SMK / MAK / Sederajat,21,Administrasi Perkantoran,tidak ada,tidak ada,f,Belum menikah,0
2017,Strata I (S1),25,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
2018,Strata I (S1),29,Fisika,{Pendidikan},tidak ada,f,Menikah,0
2019,Diploma III,37,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
2020,SMK / MAK / Sederajat,21,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
2021,Strata I (S1),24,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),tidak ada,tidak ada,f,Belum menikah,0
2022,Strata I (S1),25,Psikologi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
2023,Strata I (S1),41,Administrasi Niaga,{Marketing},tidak ada,f,Janda,1
2024,SLTA / MA / Sederajat,21,IPS,tidak ada,tidak ada,f,Belum menikah,0
2025,SLTA / MA / Sederajat,34,IPS,tidak ada,tidak ada,f,Menikah,1
2026,SMK / MAK / Sederajat,25,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2027,SLTP / MTs / Sederajat,34,Pendidikan Islam,tidak ada,tidak ada,t,Menikah,2
2028,Strata I (S1),24,IPS,tidak ada,tidak ada,f,Belum menikah,0
2029,SLTA / MA / Sederajat,20,IPS,tidak ada,tidak ada,f,Belum menikah,0
2030,Strata I (S1),23,Manajemen,tidak ada,tidak ada,f,Menikah,0
2031,SLTA / MA / Sederajat,26,IPS,{Manager},ada,f,Belum menikah,0
2032,SMK / MAK / Sederajat,22,Farmasi,tidak ada,tidak ada,f,Belum menikah,0
2033,Strata I (S1),37,Psikologi,tidak ada,tidak ada,f,Menikah,3
2034,SMK / MAK / Sederajat,35,Teknik Mesin,{Teknik},tidak ada,t,Menikah,1
2035,SMK / MAK / Sederajat,22,Teknik Komputer,"{""Information Technology (IT)""}",ada,f,Belum menikah,0
2036,Strata I (S1),31,Akuntansi,tidak ada,tidak ada,f,Menikah,0
2037,SMK / MAK / Sederajat,19,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
2038,Strata I (S1),27,Teknologi Industri Pertanian,tidak ada,ada,f,Belum menikah,0
2039,SMK / MAK / Sederajat,29,Arsitektur,tidak ada,tidak ada,f,Menikah,1
2040,Strata I (S1),24,Manajemen,{Marketing},ada,t,Belum menikah,0
2041,SMK / MAK / Sederajat,21,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2042,Strata I (S1),30,Ilmu Komunikasi,tidak ada,tidak ada,f,Menikah,0
2043,Strata II (Magister/S2),32,Manajemen Pendidikan,tidak ada,tidak ada,f,Menikah,1
2044,Strata I (S1),31,Psikologi,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
2045,SLTA / MA / Sederajat,22,IPS,tidak ada,tidak ada,f,Belum menikah,0
2046,SLTA / MA / Sederajat,33,Teknik Elektro,"{""TEKNISI DAN ASISTEN TENAGA PROFESIONAL""}",tidak ada,f,Menikah,2
2047,SMK / MAK / Sederajat,20,Sistem Komputer,tidak ada,tidak ada,f,Belum menikah,0
2048,Strata I (S1),29,Teknik Informatika,"{""TENAGA PROFESIONAL""}",ada,f,Menikah,0
2049,SMK / MAK / Sederajat,29,Teknik Komputer,tidak ada,tidak ada,f,Menikah,0
2050,Strata I (S1),27,Ekonomi Pembangunan,{Pendidikan},ada,f,Belum menikah,0
2051,Strata I (S1),24,Ilmu Politik,tidak ada,ada,f,Belum menikah,0
2052,SMK / MAK / Sederajat,21,Akuntansi,tidak ada,ada,f,Belum menikah,0
2053,Strata I (S1),23,Agribisnis,tidak ada,tidak ada,f,Belum menikah,0
2054,Strata I (S1),31,Perikanan,tidak ada,ada,f,Menikah,1
2055,SLTA / MA / Sederajat,20,IPS,"{""TENAGA PROFESIONAL""}",ada,f,Belum menikah,0
2056,SMK / MAK / Sederajat,23,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Belum menikah,0
2057,Strata I (S1),28,Manajemen,tidak ada,tidak ada,f,Menikah,0
2058,Strata I (S1),29,Teknik Informatika,tidak ada,tidak ada,f,Menikah,0
2059,SMK / MAK / Sederajat,22,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2060,SMK / MAK / Sederajat,21,Konstruksi Batu dan Beton,tidak ada,tidak ada,f,Belum menikah,0
2061,Strata I (S1),25,Manajemen,tidak ada,ada,f,Belum menikah,0
2062,SMK / MAK / Sederajat,25,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
2063,SLTA / MA / Sederajat,31,Manajemen,tidak ada,tidak ada,f,Belum menikah,0
2064,SMK / MAK / Sederajat,36,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
2065,Strata I (S1),25,Pendidikan Sosiologi,tidak ada,tidak ada,f,Belum menikah,0
2066,SMK / MAK / Sederajat,19,Tata Boga,tidak ada,ada,f,Belum menikah,0
2067,SLTA / MA / Sederajat,23,IPS,tidak ada,tidak ada,f,Belum menikah,0
2068,SMK / MAK / Sederajat,24,Perhotelan,tidak ada,tidak ada,f,Belum menikah,0
2069,Strata I (S1),28,Sastra Inggris,{Akunting},ada,f,Belum menikah,0
2070,Strata I (S1),24,Agroteknologi,tidak ada,ada,f,Belum menikah,0
2071,SLTA / MA / Sederajat,25,IPA,{Marketing},tidak ada,f,Belum menikah,0
2072,SLTA / MA / Sederajat,25,IPA,"{""TENAGA USAHA JASA DAN TENAGA PENJUALAN DI TOKO DAN PASAR""}",tidak ada,f,Belum menikah,0
2073,SLTA / MA / Sederajat,33,Umum,tidak ada,tidak ada,f,Menikah,1
2074,SMK / MAK / Sederajat,32,Teknik Komputer,"{""OPERATOR DAN PERAKIT MESIN""}",tidak ada,f,Menikah,1
2075,SMK / MAK / Sederajat,21,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
2076,Strata I (S1),30,Ilmu Administrasi Publik,tidak ada,tidak ada,f,Belum menikah,0
2077,SMK / MAK / Sederajat,23,Teknik Elektro,tidak ada,tidak ada,f,Belum menikah,0
2078,Strata I (S1),29,Manajemen,{Marketing},ada,f,Menikah,0
2079,SLTA / MA / Sederajat,19,IPA,tidak ada,tidak ada,f,Belum menikah,0
2080,SMK / MAK / Sederajat,25,Komputer Multimedia,tidak ada,tidak ada,f,Menikah,1
2081,SMK / MAK / Sederajat,29,Teknik Komputer,"{""Lain - Lain""}",tidak ada,f,Menikah,1
2082,Strata I (S1),28,Matematika,tidak ada,tidak ada,f,Belum menikah,0
2083,Strata I (S1),27,Akuntansi,tidak ada,tidak ada,f,Belum menikah,0
2084,Strata I (S1),33,Teknik Informatika,tidak ada,tidak ada,f,Menikah,2
2085,Strata I (S1),30,Psikologi,"{""TENAGA PROFESIONAL""}",tidak ada,f,Menikah,0
2086,Strata I (S1),25,Teknik Kimia,tidak ada,tidak ada,f,Belum menikah,0
2087,SLTA / MA / Sederajat,37,IPA,tidak ada,tidak ada,f,Menikah,1
2088,Strata I (S1),38,Manajemen,tidak ada,tidak ada,f,Menikah,1
2089,Strata I (S1),38,Manajemen,tidak ada,tidak ada,f,Menikah,2
2090,Strata II (Magister/S2),38,Manajemen,"{""Information Technology (IT)""}",tidak ada,f,Menikah,1
2091,SMK / MAK / Sederajat,28,Listrik,tidak ada,tidak ada,f,Belum menikah,0
2092,Strata I (S1),24,Manajemen Pariwisata,tidak ada,tidak ada,f,Belum menikah,0
2093,SMK / MAK / Sederajat,59,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2094,Diploma I,21,Teknik Otomotif,tidak ada,tidak ada,f,Belum menikah,0
2095,Strata I (S1),24,Ilmu Hukum,tidak ada,ada,f,Belum menikah,0
2096,Strata I (S1),24,Teknik Mesin,tidak ada,tidak ada,f,Belum menikah,0
2097,SLTA / MA / Sederajat,20,IPA,tidak ada,tidak ada,f,Belum menikah,0
2098,SLTA / MA / Sederajat,21,IPA,tidak ada,tidak ada,f,Belum menikah,0
2099,Strata I (S1),32,Ilmu Hukum,tidak ada,tidak ada,f,Menikah,1
2100,SMK / MAK / Sederajat,21,Teknik Komputer,tidak ada,tidak ada,f,Belum menikah,0
